Census year,CLUE small area,ANZSIC indusrty,CLUE industry,Business size,Total establishments,Total jobs
2010,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Large business,1,
2010,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Small business,68,432
2010,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Medium business,8,189
2010,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Large business,1,
2010,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Large business,17,8067
2010,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Small business,517,3549
2009,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Small business,1818,13320
2009,City of Melbourne (total),"Agriculture, Forestry and Fishing",Agriculture and Mining,Small business,12,92
2009,City of Melbourne (total),Construction,Construction,Large business,2,
2009,City of Melbourne (total),Education and Training,Education and Training,Medium business,164,9717
2009,City of Melbourne (total),Education and Training,Education and Training,Large business,23,11095
2009,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Small business,19,149
2009,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Large business,8,4635
2009,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Non employing,7,0
2009,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Large business,52,44982
2009,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Medium business,82,4634
2009,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Large business,37,27782
2009,City of Melbourne (total),Manufacturing,Manufacturing,Large business,13,11739
2009,City of Melbourne (total),Mining,Agriculture and Mining,Non employing,1,
2009,City of Melbourne (total),Mining,Agriculture and Mining,Medium business,8,700
2009,City of Melbourne (total),Other Services,Other Services,Non employing,122,0
2009,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Small business,2167,12616
2009,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Small business,116,832
2009,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Large business,45,28589
2009,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Small business,229,1235
2009,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Medium business,47,2052
2009,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Small business,61,382
2009,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Large business,1,
2009,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Non employing,49,0
2009,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Small business,207,1380
2009,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Large business,15,7475
2009,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Large business,6,2357
2008,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Non employing,7,0
2008,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Non employing,192,0
2008,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Large business,15,17268
2008,City of Melbourne (total),Construction,Construction,Small business,182,1268
2008,City of Melbourne (total),Construction,Construction,Medium business,46,2079
2008,City of Melbourne (total),Construction,Construction,Large business,2,
2008,City of Melbourne (total),Education and Training,Education and Training,Non employing,8,0
2008,City of Melbourne (total),Education and Training,Education and Training,Small business,331,2503
2008,City of Melbourne (total),Education and Training,Education and Training,Medium business,152,9505
2008,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Small business,14,93
2008,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Small business,699,4586
2008,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Large business,32,25267
2008,City of Melbourne (total),Manufacturing,Manufacturing,Non employing,5,0
2008,City of Melbourne (total),Manufacturing,Manufacturing,Small business,496,2033
2008,City of Melbourne (total),Manufacturing,Manufacturing,Large business,14,12040
2008,City of Melbourne (total),Mining,Agriculture and Mining,Non employing,1,
2008,City of Melbourne (total),Mining,Agriculture and Mining,Large business,4,2493
2008,City of Melbourne (total),Other Services,Other Services,Non employing,110,0
2008,City of Melbourne (total),Other Services,Other Services,Small business,1099,4753
2008,City of Melbourne (total),Other Services,Other Services,Medium business,94,5048
2008,City of Melbourne (total),Other Services,Other Services,Large business,3,780
2008,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Non employing,4,0
2008,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Medium business,129,9247
2008,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Non employing,1,
2008,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Small business,68,370
2008,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Medium business,3,81
2008,City of Melbourne (total),Retail Trade,Retail Trade,Non employing,27,0
2008,City of Melbourne (total),Retail Trade,Retail Trade,Small business,2198,10928
2008,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Small business,222,1493
2008,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Non employing,6,0
2008,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Large business,4,1357
2007,City of Melbourne (total),Accommodation and Food Services,Accommodation,Large business,8,2920
2007,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Small business,1633,11543
2007,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Medium business,234,8511
2007,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Large business,7,3842
2007,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Small business,227,1101
2007,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Medium business,66,3412
2007,City of Melbourne (total),Construction,Construction,Large business,2,
2007,City of Melbourne (total),Education and Training,Education and Training,Small business,276,2017
2007,City of Melbourne (total),Education and Training,Education and Training,Medium business,127,7659
2007,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Non employing,155,0
2007,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Large business,7,3388
2007,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Non employing,12,0
2007,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Small business,825,4106
2007,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Large business,16,23974
2007,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Large business,27,20539
2007,City of Melbourne (total),Manufacturing,Manufacturing,Small business,485,2075
2007,City of Melbourne (total),Other Services,Other Services,Non employing,115,0
2007,City of Melbourne (total),Other Services,Other Services,Large business,4,1003
2007,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Small business,2006,12059
2007,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Large business,45,23167
2007,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Non employing,3,0
2007,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Large business,44,28146
2007,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Non employing,5,0
2007,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Small business,201,1144
